myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj
FAM234A	0.754	0.497922391314277	0.508	0.497922391314277	0.933	0.811	NA
TOMM22	0.754	0.459493826472308	0.508	0.459493826472308	0.95	0.85	NA
PSMA3	0.754	0.429176534534067	0.508	0.429176534534067	0.967	0.937	NA
MDM2	0.754	0.408297731788412	0.508	0.408297731788412	0.967	0.843	NA
CFL1	0.754	0.375217175402321	0.508	0.375217175402321	1	0.992	NA
AC073861.1	0.754	0.372850968411136	0.508	0.372850968411136	1	0.984	NA
RPL21P28	0.754	0.348671694108894	0.508	0.348671694108894	1	0.976	NA
TPM1	0.754	0.326139464925514	0.508	0.326139464925514	0.933	0.701	NA
ST6GALNAC1	0.754	0.285304381688529	0.508	0.285304381688529	0.8	0.346	NA
ZNF445	0.246	-0.255319762430673	0.508	-0.255319762430673	0.817	0.906	NA
RGMA	0.246	-0.394380542296512	0.508	-0.394380542296512	0.833	0.929	NA
CSRP2	0.246	-0.499587944738644	0.508	-0.499587944738644	0.483	0.78	NA
DDIT4L	0.753	0.480228932196438	0.506	0.480228932196438	0.8	0.449	NA
COL4A1	0.753	0.4114626472533	0.506	0.4114626472533	0.9	0.717	NA
CLTA	0.753	0.410901181909292	0.506	0.410901181909292	0.95	0.882	NA
DAP3	0.753	0.385974690670063	0.506	0.385974690670063	0.933	0.858	NA
SLC47A1	0.753	0.381387929001542	0.506	0.381387929001542	0.8	0.575	NA
TRIM27	0.753	0.314844781470595	0.506	0.314844781470595	0.983	0.945	NA
CERS5	0.753	0.277975504309794	0.506	0.277975504309794	0.85	0.52	NA
TNFAIP1	0.753	0.277936887321903	0.506	0.277936887321903	0.85	0.472	NA
SCP2	0.753	0.26836979942954	0.506	0.26836979942954	0.917	0.827	NA
RBFOX3	0.247	-0.252897433313475	0.506	-0.252897433313475	0.333	0.724	NA
WIPF3	0.247	-0.277792247903817	0.506	-0.277792247903817	0.517	0.858	NA
ZNF560	0.247	-0.542766664802346	0.506	-0.542766664802346	0.983	1	NA
LPIN1	0.752	0.432768299465368	0.504	0.432768299465368	0.933	0.866	NA
JUP	0.752	0.400250278971845	0.504	0.400250278971845	0.917	0.85	NA
KLHL18	0.752	0.379087604004494	0.504	0.379087604004494	0.883	0.598	NA
RERE	0.752	0.375785100325709	0.504	0.375785100325709	1	1	NA
GGCT	0.752	0.356014311488018	0.504	0.356014311488018	0.817	0.402	NA
NDUFA11	0.752	0.311454561868972	0.504	0.311454561868972	0.967	0.858	NA
ANXA2	0.248	-0.32512544918433	0.504	-0.32512544918433	0.5	0.866	NA
AC026250.1	0.248	-0.460638325312785	0.504	-0.460638325312785	0.95	0.992	NA
YPEL5	0.248	-0.551624233235538	0.504	-0.551624233235538	0.867	0.929	NA
C2CD3	0.248	-0.657935549541927	0.504	-0.657935549541927	0.983	1	NA
LAPTM4B	0.751	0.460225113155587	0.502	0.460225113155587	0.917	0.827	NA
RPL7AP6	0.751	0.426992756698461	0.502	0.426992756698461	1	0.969	NA
RAB3GAP1	0.751	0.426585238708296	0.502	0.426585238708296	0.933	0.724	NA
SAMHD1	0.751	0.422545750261844	0.502	0.422545750261844	0.85	0.63	NA
AEN	0.751	0.399034878874374	0.502	0.399034878874374	0.883	0.685	NA
EMG1	0.751	0.37744864119448	0.502	0.37744864119448	0.95	0.906	NA
CCDC88C	0.249	-0.297324943155906	0.502	-0.297324943155906	0.683	0.874	NA
PABPN1L	0.249	-0.307153838304456	0.502	-0.307153838304456	0.9	1	NA
LILRB4	0.249	-0.350283106783979	0.502	-0.350283106783979	0.933	1	NA
ACACA	0.249	-0.567941769851633	0.502	-0.567941769851633	1	1	NA
TOMM34	0.249	-0.901419844274451	0.502	-0.901419844274451	0.95	0.882	NA
NDUFA4	0.75	0.349776114597525	0.5	0.349776114597525	1	0.976	NA
COX6A1	0.75	0.346685949228781	0.5	0.346685949228781	1	0.969	NA
SLC24A1	0.25	-0.392190180158517	0.5	-0.392190180158517	0.933	0.992	NA
PP14571	0.25	-0.507136254354527	0.5	-0.507136254354527	0.967	1	NA
TMEM170A	0.749	0.43028144663178	0.498	0.43028144663178	0.9	0.795	NA
TRAPPC2L	0.749	0.400283808668198	0.498	0.400283808668198	0.983	0.913	NA
EEF1A1P13	0.749	0.394406914862019	0.498	0.394406914862019	0.983	0.969	NA
AC016739.1	0.749	0.331985533788816	0.498	0.331985533788816	1	0.976	NA
PIP5K1B	0.749	0.315378677870275	0.498	0.315378677870275	0.75	0.425	NA
RPL19	0.749	0.278083011598381	0.498	0.278083011598381	0.983	0.992	NA
EXOSC2	0.749	0.251698818180412	0.498	0.251698818180412	0.717	0.354	NA
GMPS	0.251	-0.339725079816385	0.498	-0.339725079816385	0.7	0.874	NA
CCDC190	0.251	-0.464239065928248	0.498	-0.464239065928248	0.967	0.992	NA
LCA5	0.251	-0.466489835499814	0.498	-0.466489835499814	0.383	0.748	NA
ARAP2	0.251	-0.474366011954428	0.498	-0.474366011954428	0.35	0.677	NA
SCPEP1	0.748	0.419125164281661	0.496	0.419125164281661	0.933	0.795	NA
MTHFD1	0.748	0.396115826884618	0.496	0.396115826884618	0.9	0.709	NA
COX5B	0.748	0.344354665734055	0.496	0.344354665734055	1	0.961	NA
SLC35B4	0.748	0.325381498755635	0.496	0.325381498755635	0.933	0.819	NA
EIF4H	0.748	0.301666529531845	0.496	0.301666529531845	0.983	0.85	NA
AC006511.3	0.748	0.25036340959952	0.496	0.25036340959952	0.95	0.913	NA
CHML	0.252	-0.310289256565643	0.496	-0.310289256565643	0.217	0.63	NA
DLX6	0.252	-0.32559609152396	0.496	-0.32559609152396	0.233	0.646	NA
WASF3	0.252	-0.350437706286164	0.496	-0.350437706286164	0.317	0.74	NA
BLVRA	0.252	-0.466120481786856	0.496	-0.466120481786856	0.4	0.701	NA
ST7	0.252	-0.538970779171282	0.496	-0.538970779171282	0.983	1	NA
SCGB3A2	0.747	0.465820971372021	0.494	0.465820971372021	0.717	0.299	NA
EEF2	0.747	0.408759225776552	0.494	0.408759225776552	0.983	0.961	NA
FAM96A	0.747	0.392181303039988	0.494	0.392181303039988	0.933	0.748	NA
ZNF331	0.747	0.389404630442459	0.494	0.389404630442459	0.833	0.677	NA
MRPL42	0.747	0.383544297858195	0.494	0.383544297858195	1	0.921	NA
SRSF10	0.747	0.377963481489454	0.494	0.377963481489454	1	1	NA
IGFBP6	0.747	0.32161631308368	0.494	0.32161631308368	0.783	0.48	NA
GPX2	0.747	0.319155921403822	0.494	0.319155921403822	0.533	0.071	NA
RBFA	0.747	0.272772797639006	0.494	0.272772797639006	0.85	0.496	NA
COL11A1	0.253	-0.299629911872349	0.494	-0.299629911872349	0.8	0.961	NA
GNL1	0.253	-0.303422661269254	0.494	-0.303422661269254	0.567	0.827	NA
DNAH9	0.253	-0.312567701972926	0.494	-0.312567701972926	0.95	0.992	NA
NKX3-1	0.253	-0.38407820056355	0.494	-0.38407820056355	0.917	0.992	NA
CPNE5	0.253	-0.391227619153223	0.494	-0.391227619153223	0.5	0.756	NA
FGFR1OP2	0.253	-0.520533090902602	0.494	-0.520533090902602	0.783	0.882	NA
CRIM1	0.253	-0.729422043971415	0.494	-0.729422043971415	1	1	NA
AL590867.2	0.746	0.398812118377355	0.492	0.398812118377355	0.967	0.969	NA
MRTO4	0.746	0.345698980074511	0.492	0.345698980074511	0.917	0.638	NA
ATP6V1G1	0.746	0.305855679506421	0.492	0.305855679506421	1	0.969	NA
RPS15AP12	0.746	0.295069531271107	0.492	0.295069531271107	0.933	0.921	NA
FAM178B	0.254	-0.273048132289993	0.492	-0.273048132289993	0.333	0.685	NA
MAGEB1	0.254	-0.36059294286507	0.492	-0.36059294286507	0.367	0.748	NA
DENND2C	0.254	-0.366752215892012	0.492	-0.366752215892012	0.583	0.89	NA
RIMS1	0.254	-0.421349103667523	0.492	-0.421349103667523	0.983	1	NA
LRRFIP2	0.254	-0.487742330512174	0.492	-0.487742330512174	0.85	0.969	NA
ACTG2	0.745	0.86490420687804	0.49	0.86490420687804	0.65	0.299	NA
PSMC3	0.745	0.358621905704657	0.49	0.358621905704657	0.95	0.811	NA
RPN1	0.745	0.354358504834889	0.49	0.354358504834889	1	0.945	NA
RPL6	0.745	0.329015799098585	0.49	0.329015799098585	1	0.984	NA
CCDC106	0.255	-0.287035783162029	0.49	-0.287035783162029	0.317	0.717	NA
DNAL1	0.255	-0.337631211466435	0.49	-0.337631211466435	0.867	0.961	NA
FAM133A	0.255	-0.374850126847778	0.49	-0.374850126847778	0.217	0.661	NA
SH3KBP1	0.255	-0.43623013328475	0.49	-0.43623013328475	0.983	1	NA
LYPD4	0.255	-0.631872439334805	0.49	-0.631872439334805	0.967	1	NA
SOCS4	0.744	0.674958444276123	0.488	0.674958444276123	0.85	0.717	NA
LARP1B	0.744	0.461607298271622	0.488	0.461607298271622	0.933	0.772	NA
DENR	0.744	0.43456999011543	0.488	0.43456999011543	1	0.858	NA
RPL15	0.744	0.327614687164244	0.488	0.327614687164244	1	0.992	NA
AL138785.1	0.744	0.312160275003137	0.488	0.312160275003137	0.917	0.906	NA
PRKAR1B	0.256	-0.261116034529592	0.488	-0.261116034529592	0.317	0.709	NA
FKBP5	0.256	-0.278688373529335	0.488	-0.278688373529335	0.417	0.748	NA
POLR3GL	0.256	-0.350131486328746	0.488	-0.350131486328746	0.567	0.835	NA
RBCK1	0.256	-0.377122327074213	0.488	-0.377122327074213	0.367	0.724	NA
HIGD2A	0.743	0.432253483223265	0.486	0.432253483223265	0.933	0.787	NA
COA4	0.743	0.413849196776597	0.486	0.413849196776597	0.85	0.646	NA
ZNF716	0.743	0.413357390282782	0.486	0.413357390282782	0.7	0.378	NA
SF3A3	0.743	0.38080897489571	0.486	0.38080897489571	0.983	0.843	NA
LIAS	0.743	0.331148442548396	0.486	0.331148442548396	0.95	0.882	NA
CNPY3	0.743	0.322748706648229	0.486	0.322748706648229	0.867	0.583	NA
ATP5A1	0.743	0.297398047243189	0.486	0.297398047243189	1	1	NA
POLR3K	0.743	0.278585970076904	0.486	0.278585970076904	0.717	0.26	NA
RASGRP2	0.743	0.253119888140638	0.486	0.253119888140638	0.833	0.52	NA
CACNA2D1	0.257	-0.257871854162523	0.486	-0.257871854162523	0.267	0.669	NA
CXXC4	0.257	-0.387133801063413	0.486	-0.387133801063413	0.45	0.74	NA
TDRD6	0.257	-0.436700990352129	0.486	-0.436700990352129	0.483	0.787	NA
SPIN1	0.257	-0.472083092892731	0.486	-0.472083092892731	0.95	0.961	NA
KCNT1	0.257	-0.670952188211384	0.486	-0.670952188211384	1	1	NA
HSF2	0.257	-0.746646727559799	0.486	-0.746646727559799	0.767	0.858	NA
BEX3	0.257	-1.33440520830498	0.486	-1.33440520830498	0.483	0.78	NA
SPINT2	0.742	0.377875857039706	0.484	0.377875857039706	0.983	0.906	NA
QSOX1	0.742	0.359558540446019	0.484	0.359558540446019	0.933	0.945	NA
RUBCN	0.742	0.304203569467305	0.484	0.304203569467305	0.917	0.835	NA
CAMK1D	0.258	-0.254727650638842	0.484	-0.254727650638842	0.483	0.756	NA
HEY1	0.258	-0.32905041561871	0.484	-0.32905041561871	0.283	0.677	NA
BMPR1B	0.258	-0.333081039216571	0.484	-0.333081039216571	0.45	0.803	NA
PKN1	0.258	-0.355804007889745	0.484	-0.355804007889745	0.583	0.803	NA
CFAP221	0.258	-0.368822307971429	0.484	-0.368822307971429	0.217	0.646	NA
ZMYM2	0.258	-0.468576354125512	0.484	-0.468576354125512	0.967	0.992	NA
HMGB3	0.741	0.428085215825504	0.482	0.428085215825504	0.983	0.795	NA
RPS28P7	0.741	0.419850606093083	0.482	0.419850606093083	0.983	0.961	NA
VSIG10	0.741	0.391650681502228	0.482	0.391650681502228	0.833	0.701	NA
METTL16	0.741	0.386184525193951	0.482	0.386184525193951	0.883	0.756	NA
RPL10	0.741	0.380940042223689	0.482	0.380940042223689	0.967	0.984	NA
VPS29	0.741	0.38074295589631	0.482	0.38074295589631	0.95	0.843	NA
AC092597.1	0.741	0.328135564903664	0.482	0.328135564903664	0.983	0.969	NA
TIMM10B	0.741	0.309992062079299	0.482	0.309992062079299	0.933	0.583	NA
NOLC1	0.741	0.301281620927881	0.482	0.301281620927881	0.983	0.858	NA
FBXO28	0.741	0.262887797044912	0.482	0.262887797044912	0.917	0.772	NA
DMRTC2	0.259	-0.252809778507663	0.482	-0.252809778507663	0.133	0.598	NA
C20orf96	0.259	-0.287391978940796	0.482	-0.287391978940796	0.333	0.717	NA
CCDC80	0.259	-0.409533021810722	0.482	-0.409533021810722	0.333	0.685	NA
AKAP12	0.74	0.46035026108404	0.48	0.46035026108404	0.983	0.858	NA
AC018738.1	0.74	0.439928134195635	0.48	0.439928134195635	0.967	0.961	NA
KDELR2	0.74	0.406543154821317	0.48	0.406543154821317	0.917	0.874	NA
NDUFV3	0.74	0.341343722638301	0.48	0.341343722638301	0.983	0.764	NA
SDHD	0.74	0.333957280029565	0.48	0.333957280029565	0.95	0.811	NA
RPS2P55	0.74	0.289843540927869	0.48	0.289843540927869	0.95	0.921	NA
DDHD2	0.26	-0.282842624807754	0.48	-0.282842624807754	0.633	0.882	NA
PLPPR1	0.26	-0.345073793713533	0.48	-0.345073793713533	1	1	NA
RNF149	0.26	-0.368772792292474	0.48	-0.368772792292474	0.95	1	NA
PRKAR1A	0.26	-0.376620028390905	0.48	-0.376620028390905	0.983	0.984	NA
PHB2	0.739	0.391757430431357	0.478	0.391757430431357	0.95	0.819	NA
YIPF3	0.739	0.377004093741949	0.478	0.377004093741949	0.967	0.835	NA
MPV17	0.739	0.290701031190796	0.478	0.290701031190796	0.75	0.37	NA
AC107032.1	0.739	0.269662567539821	0.478	0.269662567539821	0.983	0.976	NA
FARP1	0.261	-0.269742337153166	0.478	-0.269742337153166	0.767	0.953	NA
FAM168B	0.261	-0.308127827546317	0.478	-0.308127827546317	0.9	0.984	NA
HAGH	0.261	-0.327698962091975	0.478	-0.327698962091975	0.65	0.858	NA
AVL9	0.261	-0.44771699041943	0.478	-0.44771699041943	1	1	NA
TCEAL4	0.261	-0.621037415362276	0.478	-0.621037415362276	0.75	0.961	NA
PLEKHB2	0.738	0.418930004451988	0.476	0.418930004451987	0.95	0.906	NA
HAX1	0.738	0.418060504505667	0.476	0.418060504505667	0.917	0.78	NA
AP2M1	0.738	0.405377177105748	0.476	0.405377177105748	0.967	0.969	NA
RAB7A	0.738	0.347080291554679	0.476	0.347080291554679	1	0.89	NA
ZNF273	0.738	0.337105873828634	0.476	0.337105873828634	0.85	0.74	NA
RPL13A	0.738	0.32276556370347	0.476	0.32276556370347	1	0.984	NA
ADTRP	0.738	0.251078226512998	0.476	0.251078226512998	0.633	0.228	NA
ASXL3	0.262	-0.283334327912971	0.476	-0.283334327912971	0.2	0.583	NA
CEP112	0.262	-0.315579051554814	0.476	-0.315579051554814	0.383	0.811	NA
TAF4B	0.262	-0.381146152029685	0.476	-0.381146152029685	0.467	0.803	NA
TCF3	0.262	-0.551003909545726	0.476	-0.551003909545726	0.967	1	NA
PGK1	0.737	0.452851082081566	0.474	0.452851082081566	0.983	0.835	NA
ZNF766	0.737	0.451016536545469	0.474	0.451016536545469	0.933	0.756	NA
BAZ1B	0.737	0.448536619993081	0.474	0.448536619993081	1	0.976	NA
ELOVL3	0.737	0.298204445365488	0.474	0.298204445365488	0.733	0.354	NA
RRP9	0.737	0.284089382968213	0.474	0.284089382968213	0.867	0.646	NA
CDYL2	0.263	-0.327851883002125	0.474	-0.327851883002125	0.267	0.654	NA
PARD3	0.263	-0.416721519240603	0.474	-0.416721519240603	0.9	0.961	NA
APPBP2	0.263	-0.431065838616567	0.474	-0.431065838616567	0.9	0.984	NA
GAREM2	0.263	-0.708196732868272	0.474	-0.708196732868272	1	1	NA
PAICS	0.736	0.381699049336749	0.472	0.381699049336749	0.983	0.85	NA
AP000547.3	0.736	0.332568107556743	0.472	0.332568107556743	0.867	0.638	NA
SH2D4A	0.264	-0.267666349899155	0.472	-0.267666349899155	0.467	0.78	NA
HOXD8	0.264	-0.323738269057346	0.472	-0.323738269057346	0.4	0.685	NA
CDH7	0.264	-0.353212657892181	0.472	-0.353212657892181	0.333	0.756	NA
TSPAN12	0.264	-0.355248754050326	0.472	-0.355248754050326	0.217	0.614	NA
KRT25	0.264	-0.356809373293812	0.472	-0.356809373293812	0.1	0.543	NA
NUP58	0.264	-0.36722752098305	0.472	-0.36722752098305	0.983	0.992	NA
GBP2	0.264	-0.410867098344054	0.472	-0.410867098344054	0.283	0.646	NA
FAM13A	0.264	-0.412918504664777	0.472	-0.412918504664777	0.617	0.858	NA
NDST3	0.264	-0.474144198627255	0.472	-0.474144198627255	0.983	1	NA
CETN2	0.735	0.493598997696239	0.47	0.493598997696239	0.883	0.685	NA
TCTEX1D2	0.735	0.369062654516076	0.47	0.369062654516076	0.85	0.614	NA
COX6A1P2	0.735	0.319517561391721	0.47	0.319517561391721	1	0.961	NA
PPP1R3B	0.735	0.270891026034485	0.47	0.270891026034485	0.783	0.457	NA
PRRT1	0.265	-0.273149155513422	0.47	-0.273149155513422	0.667	0.866	NA
NAALAD2	0.265	-0.360619634876577	0.47	-0.360619634876577	0.283	0.669	NA
METTL25	0.265	-0.386057490664914	0.47	-0.386057490664914	0.967	1	NA
DNMT3A	0.265	-0.480245783295956	0.47	-0.480245783295956	1	1	NA
HECTD1	0.265	-0.499525604503149	0.47	-0.499525604503149	0.983	0.984	NA
ZEB2	0.265	-0.503812702803308	0.47	-0.503812702803308	0.983	1	NA
YBX3	0.265	-0.581277930417575	0.47	-0.581277930417575	0.85	0.969	NA
FKBP1A	0.734	0.410118792695564	0.468	0.410118792695564	0.983	0.921	NA
MRPS35	0.734	0.358339006861599	0.468	0.358339006861599	0.867	0.528	NA
MDH1	0.734	0.330682580857412	0.468	0.330682580857412	0.967	0.929	NA
EEF1A1	0.734	0.328220021708452	0.468	0.328220021708452	1	1	NA
RPL14	0.734	0.322392730724312	0.468	0.322392730724312	1	0.984	NA
RPL7L1	0.734	0.293094370822929	0.468	0.293094370822929	0.967	0.913	NA
TMEM216	0.266	-0.264046061136894	0.468	-0.264046061136894	0.233	0.646	NA
ARHGAP20	0.266	-0.330533489889354	0.468	-0.330533489889354	0.217	0.63	NA
TRMT112	0.266	-0.414482219566615	0.468	-0.414482219566615	0.983	0.969	NA
AC020661.5	0.266	-0.475308535443234	0.468	-0.475308535443234	0.967	1	NA
KCNQ1OT1	0.266	-0.570158631310756	0.468	-0.570158631310756	0.95	1	NA
ATP1B1	0.266	-0.592068033203776	0.468	-0.592068033203776	0.767	0.921	NA
CLU	0.266	-0.944174397524002	0.468	-0.944174397524002	0.35	0.764	NA
FRAT2	0.733	0.346114808130612	0.466	0.346114808130612	0.65	0.283	NA
SENP2	0.733	0.341649671716063	0.466	0.341649671716063	0.967	0.898	NA
DNMBP	0.733	0.339782331956567	0.466	0.339782331956567	0.867	0.622	NA
C8orf59	0.733	0.284644360366601	0.466	0.284644360366601	0.917	0.732	NA
EFCAB2	0.267	-0.390934262896974	0.466	-0.390934262896974	0.983	1	NA
LINC00619	0.267	-0.396779242553238	0.466	-0.396779242553238	0.933	1	NA
FAM208B	0.267	-0.417263937072886	0.466	-0.417263937072886	0.717	0.913	NA
CCDC192	0.267	-0.432031483464552	0.466	-0.432031483464552	0.15	0.606	NA
RPA2	0.732	0.551031770731762	0.464	0.551031770731762	0.967	0.882	NA
RPL6P27	0.732	0.346678415989375	0.464	0.346678415989375	1	0.984	NA
SNHG14	0.732	0.318425414392917	0.464	0.318425414392917	1	1	NA
AC114401.1	0.268	-0.28943928821464	0.464	-0.28943928821464	0.883	0.976	NA
TLE4	0.268	-0.605070143128814	0.464	-0.605070143128814	0.867	0.898	NA
FAM222B	0.731	0.40631971078645	0.462	0.40631971078645	0.9	0.843	NA
COL22A1	0.731	0.370259226557505	0.462	0.370259226557505	0.717	0.441	NA
INA	0.731	0.347111577291013	0.462	0.347111577291013	0.667	0.299	NA
AL049873.1	0.731	0.32936512629695	0.462	0.32936512629695	1	0.976	NA
SFR1	0.731	0.326354211114034	0.462	0.326354211114034	0.9	0.622	NA
BTBD10	0.731	0.316274695726346	0.462	0.316274695726346	0.917	0.646	NA
CCDC33	0.731	0.291180480640575	0.462	0.291180480640575	0.75	0.465	NA
CSMD3	0.269	-0.267909234082733	0.462	-0.267909234082733	0.633	0.835	NA
AL590434.1	0.269	-0.320945602011389	0.462	-0.320945602011389	0.167	0.598	NA
HDGF	0.269	-0.408251462839601	0.462	-0.408251462839601	0.517	0.803	NA
TTC3	0.269	-0.4539619035395	0.462	-0.4539619035395	0.95	0.976	NA
PCDH7	0.269	-0.467952197078386	0.462	-0.467952197078386	0.967	1	NA
CXCL9	0.269	-0.499062791545904	0.462	-0.499062791545904	0.183	0.591	NA
PSMA1	0.73	0.409127774567604	0.46	0.409127774567604	0.983	0.913	NA
C20orf27	0.73	0.371811172182883	0.46	0.371811172182883	0.883	0.724	NA
LAMTOR2	0.73	0.35728099327384	0.46	0.35728099327384	0.95	0.764	NA
RPS2P5	0.73	0.330157097635927	0.46	0.330157097635927	0.933	0.929	NA
PLEKHH2	0.27	-0.323822213877204	0.46	-0.323822213877204	0.2	0.654	NA
CNTN4-AS1	0.27	-0.324112799397515	0.46	-0.324112799397515	0.933	1	NA
AK5	0.27	-0.347730075620167	0.46	-0.347730075620167	0.3	0.646	NA
VPS13C	0.27	-0.353472245556247	0.46	-0.353472245556247	0.95	0.992	NA
QKI	0.27	-0.387266618340704	0.46	-0.387266618340704	0.95	1	NA
C1S	0.27	-0.411030090146156	0.46	-0.411030090146156	0.25	0.614	NA
PHF6	0.27	-0.477175124374524	0.46	-0.477175124374524	0.833	0.969	NA
IGF2	0.27	-0.497911997818924	0.46	-0.497911997818924	0.5	0.764	NA
PDGFRA	0.27	-0.540508279925229	0.46	-0.540508279925229	0.667	0.89	NA
KCNJ15	0.27	-0.558373882058518	0.46	-0.558373882058518	0.967	1	NA
SRSF3	0.729	0.330157678216323	0.458	0.330157678216323	0.983	0.976	NA
C19orf70	0.729	0.312867189684339	0.458	0.312867189684339	0.867	0.598	NA
PIGBOS1	0.729	0.28964669276947	0.458	0.28964669276947	0.783	0.378	NA
EEF1A1P9	0.729	0.264866974779114	0.458	0.264866974779114	0.967	0.969	NA
ZNF117	0.271	-0.283809656282504	0.458	-0.283809656282504	0.833	0.929	NA
COL24A1	0.271	-0.415460705721254	0.458	-0.415460705721254	0.983	1	NA
ZNF280B	0.271	-0.635603452951576	0.458	-0.635603452951576	0.667	0.866	NA
CENPF	0.728	0.647139750556038	0.456	0.647139750556038	0.967	0.827	NA
EEF1A1P11	0.728	0.3973200856937	0.456	0.3973200856937	0.967	0.969	NA
PCAT14	0.728	0.38565150558829	0.456	0.38565150558829	0.617	0.228	NA
CAPG	0.728	0.368440548966069	0.456	0.368440548966069	0.883	0.843	NA
MYADM	0.728	0.291241509301147	0.456	0.291241509301147	0.817	0.622	NA
FAM118A	0.728	0.273752301344606	0.456	0.273752301344606	0.95	0.819	NA
AL450405.1	0.728	0.25343945271276	0.456	0.25343945271276	0.933	0.945	NA
AL021877.2	0.272	-0.252131393248165	0.456	-0.252131393248165	0.967	0.984	NA
MXI1	0.272	-0.334630862393139	0.456	-0.334630862393139	0.383	0.717	NA
LMNA	0.272	-0.338524909998237	0.456	-0.338524909998237	0.55	0.811	NA
SSX2IP	0.272	-0.338649535284668	0.456	-0.338649535284668	0.683	0.89	NA
ANKRD27	0.272	-0.377865462801225	0.456	-0.377865462801225	0.683	0.85	NA
MAN2A2	0.272	-0.388456851758137	0.456	-0.388456851758137	0.95	1	NA
TSPYL5	0.272	-0.481213824196617	0.456	-0.481213824196617	0.5	0.756	NA
NMU	0.272	-0.527223853396796	0.456	-0.527223853396796	0.383	0.701	NA
KCNJ2	0.272	-0.7440797322624	0.456	-0.7440797322624	1	1	NA
ATP6V0E1	0.727	0.382178062985144	0.454	0.382178062985144	0.933	0.748	NA
MRPL1	0.727	0.370608632929686	0.454	0.370608632929686	0.917	0.685	NA
AC093591.1	0.727	0.266321505301282	0.454	0.266321505301282	0.983	0.969	NA
ECHDC1	0.273	-0.291539125929611	0.454	-0.291539125929611	0.483	0.78	NA
SLITRK5	0.273	-0.31440428103585	0.454	-0.31440428103585	0.917	0.969	NA
NKAPL	0.273	-0.346252156875212	0.454	-0.346252156875212	0.3	0.677	NA
CYP3A4	0.273	-0.371976387298466	0.454	-0.371976387298466	0.967	1	NA
SBNO2	0.273	-0.661048877568377	0.454	-0.661048877568377	0.983	1	NA
FNBP1L	0.726	0.478540696380382	0.452	0.478540696380382	0.983	0.85	NA
LAPTM4A	0.726	0.442887997807197	0.452	0.442887997807197	0.95	0.992	NA
MYL6	0.726	0.35865718090196	0.452	0.35865718090196	0.967	0.953	NA
TPD52	0.726	0.357225370277072	0.452	0.357225370277072	0.867	0.677	NA
ATP5J2	0.726	0.352116368293092	0.452	0.352116368293092	1	0.929	NA
PSMB5	0.726	0.3166513623761	0.452	0.3166513623761	0.95	0.898	NA
TRAF3IP2	0.726	0.307019459699593	0.452	0.307019459699593	0.833	0.622	NA
NUP107	0.726	0.250979232424977	0.452	0.250979232424977	0.933	0.858	NA
MAPK8	0.274	-0.281223825609991	0.452	-0.281223825609991	0.4	0.732	NA
HMGB1P1	0.274	-0.284454234912956	0.452	-0.284454234912956	0.95	0.969	NA
SKIDA1	0.274	-0.338403867380044	0.452	-0.338403867380044	0.45	0.756	NA
RCOR3	0.274	-0.346595841858764	0.452	-0.346595841858764	0.95	0.992	NA
GSTM3	0.274	-0.391225281743088	0.452	-0.391225281743088	0.633	0.827	NA
KDSR	0.274	-0.476884322384553	0.452	-0.476884322384553	0.967	1	NA
MORN3	0.274	-0.57478174496996	0.452	-0.57478174496996	0.967	1	NA
TMEM147	0.725	0.34990757630068	0.45	0.34990757630068	0.917	0.795	NA
CALM1	0.725	0.295616488886582	0.45	0.295616488886582	1	0.992	NA
PAIP1	0.725	0.252055969885986	0.45	0.252055969885986	1	0.795	NA
STAG3	0.275	-0.260676105253376	0.45	-0.260676105253376	0.683	0.819	NA
RB1	0.275	-0.284239770135	0.45	-0.284239770135	0.367	0.748	NA
CACFD1	0.275	-0.290429364830955	0.45	-0.290429364830955	0.333	0.685	NA
HELLPAR	0.275	-0.320494629131926	0.45	-0.320494629131926	0.983	1	NA
ZNF507	0.275	-0.324883419112108	0.45	-0.324883419112108	0.6	0.882	NA
ACSL6	0.275	-0.360674718251516	0.45	-0.360674718251516	0.933	1	NA
C21orf91	0.275	-0.372790047916867	0.45	-0.372790047916867	0.517	0.819	NA
CRTC1	0.275	-0.427607742426093	0.45	-0.427607742426093	0.967	1	NA
GNG12	0.275	-0.469245644908367	0.45	-0.469245644908367	0.7	0.874	NA
TSPYL2	0.275	-0.568417070185044	0.45	-0.568417070185044	0.683	0.835	NA
TJP3	0.724	0.362112633017555	0.448	0.362112633017555	0.767	0.583	NA
NDUFAF3	0.724	0.361483161194113	0.448	0.361483161194113	0.85	0.614	NA
HNRNPA1	0.724	0.353199621414232	0.448	0.353199621414232	1	0.992	NA
IL12B	0.724	0.351057310212407	0.448	0.351057310212407	0.567	0.213	NA
TKT	0.724	0.288098506360305	0.448	0.288098506360305	0.9	0.787	NA
ALLC	0.276	-0.265230502772906	0.448	-0.265230502772906	0.917	0.961	NA
SLC35F2	0.276	-0.287022130408907	0.448	-0.287022130408907	0.25	0.598	NA
DIO2	0.276	-0.330165769578542	0.448	-0.330165769578542	0.933	0.984	NA
SCML2	0.276	-0.373275695644173	0.448	-0.373275695644173	0.9	0.992	NA
FAM46A	0.276	-0.388376823590998	0.448	-0.388376823590998	0.417	0.756	NA
